s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
XRPTRY,TRADING,XRP,TRY,,,0.01,0.001,Ripple,Turkish Lira,4.835,4.875,4.646,4.725,539811.72,2567566.21245,0,539811.72,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPRUB,TRADING,XRP,RUB,,,0.1,0.001,Ripple,Russian Ruble,46.066,46.242,43.414,44.5,146406.3,6607273.8074,0,146406.3,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPPAX,TRADING,XRP,PAX,,,0.1,0.00001,Ripple,Paxos Standard,0.61023,0.62315,0.58994,0.60445,46868.6,28315.289544,0,46868.6,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBRL,TRADING,XRP,BRL,,,0.01,0.001,Ripple,Brazilian Real,3.222,3.245,3.038,3.102,67977.28,213144.85199,0,67977.28,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBTC,TRADING,XRP,BTC,,฿,1,1e-8,Ripple,Bitcoin,0.00003235,0.00003235,0.00003121,0.00003167,107481452,3415.13724938,0,107481452,BTC,BTC,45334295892,"[""mining-zone""]",,,
XRPBUSD,TRADING,XRP,BUSD,,,0.1,0.00001,Ripple,BUSD,0.61846,0.6262,0.59,0.60381,33459251.7,20409941.555218,0,33459251.7,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPETH,TRADING,XRP,ETH,,Ξ,1,1e-8,Ripple,Ethereum,0.00103905,0.00104053,0.00101,0.00102386,4180865,4295.03058936,0,4180865,ALTS,ALTS,45334295892,"[""mining-zone""]",,,
XRPEUR,TRADING,XRP,EUR,,,0.1,0.00001,Ripple,Euro,0.51285,0.51691,0.48994,0.5005,6642662.2,3347308.758718,0,6642662.2,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPGBP,TRADING,XRP,GBP,,,0.1,0.00001,Ripple,Pound Sterling,0.46246,0.46772,0.4459,0.45536,825477.6,378895.638606,0,825477.6,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPNGN,TRADING,XRP,NGN,,,0.01,0.01,Ripple,Nigerian Naira,298.12,298.98,287,290.99,165674.06,48382899.3204,0,165674.06,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
BNBUSDT,TRADING,BNB,USDT,,,0.001,0.0001,BNB,TetherUS,29.259,29.6685,29.06,29.2979,1258748.57,36959204.5828581,0,1258748.57,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
ETHUSDT,TRADING,ETH,USDT,Ξ,,0.00001,0.01,Ethereum,TetherUS,594.81,604,584.22,589.06,537902.9,319466437.5413146,0,537902.89067,USDⓈ,USDⓈ,113728215,"[""pow"",""mining-zone""]",,,
RENUSDT,TRADING,REN,USDT,,,0.1,0.00001,Ren,TetherUS,0.33562,0.3476,0.33011,0.33456,8285279.1,2809127.001898,0,8285279.1,USDⓈ,USDⓈ,884532524,"[""pos"",""mining-zone"",""defi""]",,,
NKNUSDT,TRADING,NKN,USDT,,,0.1,0.00001,NKN,TetherUS,0.02285,0.02376,0.02145,0.02183,16088410.3,362326.150512,0,16088410.3,USDⓈ,USDⓈ,583666666,"[""pow"",""mining-zone""]",,,
BTSUSDT,TRADING,BTS,USDT,,,0.1,0.00001,BitShares,TetherUS,0.02261,0.02298,0.02228,0.02271,6213062.7,141037.669483,0,6213062.7,USDⓈ,USDⓈ,2994780000,"[""defi"",""pos"",""mining-zone""]",,,
DGBBTC,TRADING,DGB,BTC,,฿,1,1e-8,DigiByte,Bitcoin,0.00000112,0.00000116,0.00000108,0.00000111,30158822,33.65230092,0,30158822,BTC,BTC,10126279276,"[""pow"",""mining-zone""]",,,
BALBTC,TRADING,BAL,BTC,,฿,0.01,1e-7,Balancer,Bitcoin,0.0007074,0.0007404,0.0006948,0.000705,27574.05,19.75639598,0,27574.05,BTC,BTC,,"[""defi""]",,,
JSTBUSD,TRADING,JST,BUSD,,,0.1,0.00001,JUST,BUSD,0.02995,0.03024,0.02783,0.02846,2736065.4,78274.393768,0,2736065.4,USDⓈ,USDⓈ,,"[""defi""]",,,
ANTBTC,TRADING,ANT,BTC,,฿,0.01,1e-7,Aragon,Bitcoin,0.0001784,0.0001801,0.0001731,0.0001765,143326.72,25.22578637,0,143326.72,BTC,BTC,39609522,"[""pos"",""mining-zone""]",,,
RSRBUSD,TRADING,RSR,BUSD,,,0.1,0.00001,Reserve Rights,BUSD,0.01885,0.0205,0.0186,0.0197,13384316.9,261021.28488,0,13384316.9,USDⓈ,USDⓈ,,"[""defi""]",,,
KSMBTC,TRADING,KSM,BTC,,฿,0.001,0.000001,Kusama,Bitcoin,0.002739,0.002864,0.002665,0.002794,17909.887,49.27062438,0,17909.887,BTC,BTC,,"[""pos"",""mining-zone""]",,,
LTCNGN,TRADING,LTC,NGN,Ł,,0.001,1,Litecoin,Nigerian Naira,39382,41758,38500,40250,1037,42003196.94,0,1036.437,USDⓈ,USDⓈ,66031573,"[""pow"",""mining-zone""]",,,
